id	X1	X2	X3	X4	X5	X6	Y1	Y2	Y3	Y4	domainvalue
Neunforn	3	1	2	1	1	1	258	209	333	126	5
Bargen (BE)	3	1	2	1	1	1	269	191	304	154	2
Villaz-Saint-Pierre	3	1	1	1	1	1	267	271	266	113	2
Bottens	3	1	2	1	1	1	230	279	300	108	1
Brunnadern	3	1	1	1	1	1	296	233	242	146	5
Grono	3	2	1	1	1	1	173	237	331	175	5
Intragna	3	3	1	1	1	1	173	214	309	219	7
Iserables	3	2	1	1	1	1	200	223	325	166	1
Lignieres	3	1	2	1	1	1	245	295	283	91	2
Miege	3	1	1	1	1	1	233	257	290	133	1
Silvaplana	3	2	1	2	1	1	152	315	347	99	5
Chancy	3	1	1	1	1	1	268	285	308	52	1
Fontaines (NE)	3	1	1	1	1	1	268	241	314	89	2
Gerzensee	3	1	2	1	1	1	214	247	309	141	2
Gsteig	3	3	2	2	1	1	217	267	266	161	2
Schangnau	3	2	2	2	1	1	248	249	250	163	2
Buus	3	1	2	1	1	1	240	247	306	116	3
Reutigen	3	1	2	1	1	1	249	229	305	126	2
Eclepens	3	1	1	1	1	2	232	260	297	115	1
Courgevaux	3	1	1	1	1	1	237	266	292	108	2
Savagnier	3	1	2	1	1	1	263	267	293	80	2
Schlossrued	3	1	2	1	1	1	260	244	273	126	3
Villeret	3	2	1	1	1	1	207	226	315	153	2
Duillier	3	1	1	1	1	1	240	256	320	85	1
Rougemont	3	2	2	2	1	1	168	213	302	218	1
Ursenbach	3	1	2	1	1	1	234	231	241	194	2
Tenniken	3	1	1	1	1	1	263	219	341	77	3
Grafenried	3	1	1	1	1	1	227	262	288	122	2
Ruti bei Buren	3	1	1	1	1	1	227	214	301	156	2
Leissigen	3	1	1	1	1	1	188	212	283	215	2
Untereggen	3	1	1	1	1	1	302	244	260	91	5
Saint-Martin (VS)	3	2	1	2	1	1	198	210	281	208	1
Steinerberg	3	1	1	1	1	1	267	265	228	136	6
Hendschiken	3	1	1	1	1	1	237	283	269	107	3
Roche (VD)	3	1	1	1	1	1	189	229	329	147	1
Morrens (VD)	3	1	1	1	1	1	206	240	332	110	1
Verscio	3	1	1	1	1	1	190	220	349	128	7
Preles	3	1	2	1	1	1	264	186	286	150	2
Wildberg	3	1	2	1	1	1	234	241	313	98	4
Zimmerwald	3	1	2	1	1	1	195	213	311	166	2
Rickenbach (SO)	3	1	1	1	1	1	199	250	320	116	2
Giornico	3	2	1	1	1	2	162	243	310	170	7
Vals	3	2	1	3	1	1	187	202	288	208	5
Maisprach	3	1	1	1	1	1	243	239	305	98	3
Altburon	3	1	2	1	1	1	261	281	234	107	6
Salins	3	1	1	1	1	1	217	221	302	143	1
Savognin	3	2	1	1	1	1	166	212	346	158	5
Krattigen	3	1	1	1	1	1	186	170	302	224	2
Wald (AR)	3	1	2	1	1	1	273	208	269	131	5
Sils im Domleschg	3	2	1	1	1	1	218	240	275	147	5
Oberonz	3	1	1	1	1	1	209	224	316	131	2
Darstetten	3	2	2	2	1	1	275	205	260	139	2
Bercher	3	1	1	1	1	1	243	233	283	119	1
Vaulruz	3	1	2	1	1	1	240	297	244	94	2
Cugy (FR)	3	1	2	1	1	1	217	254	292	112	2
Lauerz	3	1	1	1	1	1	266	255	261	92	6
Barschwil	3	2	2	1	1	1	226	221	292	133	2
Gachlingen	3	1	2	1	1	1	221	194	304	153	5
Ballaigues	3	1	1	1	1	1	199	203	319	150	1
Buren (SO)	3	1	1	1	1	1	248	235	278	109	2
Stetten (SH)	3	1	1	1	1	1	244	191	326	107	5
Orselina	3	1	1	1	1	1	135	154	299	278	7
Kappel am Albis	3	1	2	1	1	1	243	223	303	96	4
Bunzen	3	1	1	1	1	1	246	236	282	101	3
Twann	3	1	1	1	1	1	194	203	334	134	2
Sent	3	3	2	3	1	1	220	221	288	136	5
Borex	3	1	1	1	1	1	242	205	354	64	1
Croglio	3	1	1	1	1	1	153	237	297	178	7
Zeihen	3	1	1	1	1	1	268	267	235	93	3
Diessbach bei Buren	3	1	2	1	1	1	237	212	288	125	2
Hutten	3	1	2	1	1	1	254	228	261	117	4
Dagerlen	3	1	2	1	1	1	260	234	275	90	4
L'Isle	3	2	2	1	1	1	201	231	289	137	1
Berlingen	3	1	1	1	1	1	158	148	304	244	5
Veytaux	3	1	1	1	1	1	150	249	285	167	1
Tecknau	3	1	1	1	1	1	247	268	263	72	3
Kesswil	3	1	1	1	1	1	224	217	278	131	5
Maggia	3	2	1	1	1	1	195	203	259	193	7
Motiers (NE)	3	1	1	1	1	1	251	197	274	127	2
Gisikon	3	1	1	1	1	1	228	291	279	49	6
Bogis-Bossey	3	1	1	1	1	1	281	189	342	35	1
Berg (SG)	3	1	1	1	1	1	250	199	308	89	5
Unterstammheim	3	1	2	1	1	1	257	198	273	117	4
Olivone	3	3	1	2	1	1	163	231	256	195	7
Cudrefin	3	1	2	1	1	1	184	217	306	137	1
Huttlingen	3	1	2	1	1	1	255	232	275	77	5
Renan (BE)	3	1	2	1	1	1	183	220	279	154	2
Sorens	3	1	2	1	1	1	212	232	233	159	2
Oberbalm	3	1	2	1	1	1	196	240	267	132	2
Bassins	3	2	1	1	1	1	235	240	270	87	1
Eysins	3	1	1	1	1	1	196	253	307	75	1
Tasch	3	1	1	2	1	1	217	281	246	87	1
Kublis	3	1	1	1	1	1	235	228	233	134	5
Pampigny	3	1	2	1	1	1	277	228	240	83	1
Genestrerio	3	1	1	1	1	1	146	283	278	120	7
Givrins	3	1	1	1	1	1	219	199	306	99	1
Kirchdorf (BE)	3	1	2	1	1	1	227	227	251	114	2
Metzerlen	3	1	2	1	1	1	186	181	314	136	2
Scharans	3	2	1	1	1	1	242	227	226	122	5
Hermance	3	1	1	1	1	1	220	174	298	124	1
Hornussen	3	1	1	1	1	1	215	253	246	102	3
Boecourt	3	1	2	1	1	1	221	194	282	117	2
Sullens	3	1	1	1	1	1	209	196	307	101	1
Gampelen	3	1	2	1	1	1	181	222	286	123	2
Grossdietwil	3	1	2	1	1	1	267	226	217	98	6
Haldenstein	3	2	1	1	1	1	212	259	250	87	5
Full-Reuenthal	3	1	1	1	1	2	236	190	265	115	3
Prez-vers-Noreaz	3	1	2	1	1	1	241	242	232	91	2
Rottenschwil	3	1	1	1	1	1	265	233	260	48	3
Holderbank (AG)	3	1	1	1	1	1	165	236	294	109	3
Oberwil im Simmental	3	2	2	2	1	1	185	189	263	166	2
Corpataux-Magnedens	3	1	1	1	1	1	215	278	235	74	2
Horriwil	3	1	1	1	1	1	216	200	264	122	2
Oberthal	3	1	2	1	1	1	208	231	243	118	2
Etagnieres	3	1	1	1	1	1	199	248	282	71	1
Arbaz	3	1	1	1	1	1	198	193	256	153	1
Bottenwil	3	1	1	1	1	1	216	221	266	96	3
Oeschgen	3	1	1	1	1	1	220	228	260	90	3
Moosleerau	3	1	1	1	1	1	232	218	253	95	3
Giebenach	3	1	1	1	1	1	183	254	296	65	3
Gordevio	3	2	1	1	1	1	175	194	261	168	7
Cornol	3	1	2	1	1	1	193	228	243	133	2
Le Lieu	3	3	1	2	1	1	190	172	254	179	1
Lauenen	3	2	2	2	1	1	206	214	231	143	2
Sembrancher	3	2	1	1	1	1	228	203	218	143	1
Halten	3	1	1	1	1	1	200	210	296	85	2
Kaufdorf	3	1	1	1	1	1	195	184	311	100	2
Ufhusen	3	1	2	1	1	1	233	243	210	103	6
Walperswil	3	1	2	1	1	1	188	186	288	126	2
Winikon	3	1	2	1	1	1	253	217	246	72	6
Dorflingen	3	1	1	1	1	1	205	209	286	85	5
Muhlethal	3	1	1	1	1	1	192	207	304	82	3
Wolflinswil	3	1	2	1	1	1	200	239	255	90	3
Monteggio	3	1	1	1	1	1	152	214	265	153	7
Etziken	3	1	1	1	1	1	194	206	261	122	2
Huntwangen	3	1	1	1	1	1	190	210	284	98	4
Wiler bei Utzenstorf	3	1	1	1	1	1	186	205	251	139	2
Lavey-Morcles	3	2	1	1	1	1	173	185	278	145	1
Termen	3	1	1	2	1	1	209	227	239	106	1
Mulligen	3	1	1	1	1	1	208	240	285	47	3
Carrouge (VD)	3	1	1	1	1	1	212	228	219	121	1
Obersaxen	3	2	2	3	1	1	196	195	255	133	5
Buchberg	3	1	1	1	1	1	195	198	284	100	5
Saint-Gingolph	3	2	1	1	1	1	174	208	226	165	1
Greppen	3	1	1	1	1	1	230	227	250	63	6
Assens	3	1	1	1	1	1	214	205	270	81	1
Mollens (VS)	3	2	1	2	1	1	166	222	253	129	1
Crassier	3	1	1	1	1	1	213	223	280	53	1
Saint-Ursanne	3	2	1	1	1	1	163	175	243	188	2
Ponte Tresa	3	1	1	1	1	1	119	212	254	184	7
Gilly	3	1	2	1	1	1	182	220	247	119	1
Amsoldingen	3	1	1	1	1	1	204	208	237	118	2
Oberwil bei Buren	3	1	1	1	1	1	161	236	259	110	2
Fenin-Vilars-Saules	3	1	1	1	1	1	176	209	280	100	2
Unterschachen	3	2	1	3	1	1	277	215	190	82	6
Elm	3	2	2	3	1	1	206	156	236	163	5
Pompaples	3	1	1	1	1	1	159	252	194	156	1
Ursy	3	1	1	1	1	1	230	225	207	97	2
Agarn	3	1	1	1	1	1	209	226	236	87	1
Capolago	3	1	1	1	1	1	151	241	238	128	7
Feldbrunnen-St.Niklaus	3	1	1	1	1	1	140	173	278	165	2
Morcote	3	1	1	1	1	1	103	202	262	187	7
Freienwil	3	1	1	1	1	1	218	192	270	73	3
Cordast	3	1	1	1	1	1	234	246	218	54	2
Sils im Engadin/Segl	3	2	1	2	1	1	139	299	244	69	5
Unterbozberg	3	1	1	1	1	1	174	182	272	121	3
Cartigny	3	1	1	1	1	1	180	207	254	107	1
Gempen	3	1	1	1	1	1	198	217	245	87	2
Bitsch	3	1	1	1	1	1	226	250	198	73	1
Hellikon	3	1	2	1	1	1	209	185	249	104	3
Ermensee	3	1	1	1	1	1	248	194	235	69	6
Jenins	3	1	1	1	1	1	190	205	242	109	5
Mustair	3	2	1	2	1	1	187	173	242	143	5
Thalheim (AG)	3	1	2	1	1	1	219	166	262	97	3
Remaufens	3	1	2	1	1	1	218	216	220	90	2
Samnaun	3	2	1	3	1	1	192	242	229	80	5
Boussens	3	1	1	1	1	1	245	234	231	33	1
Ellikon an der Thur	3	1	1	1	1	1	222	204	231	85	4
Kiesen	3	1	1	1	1	1	189	218	253	82	2
Courtedoux	2	1	2	1	1	1	177	169	258	135	2
Aire-la-Ville	2	1	1	1	1	1	223	190	268	55	1
Muzzano	2	1	1	1	1	1	154	176	301	105	7
Les Verrieres	2	2	2	2	1	1	199	195	209	132	2
Vinelz	2	1	1	1	1	1	163	179	273	120	2
Gondiswil	2	1	2	1	1	1	172	186	221	155	2
Vich	2	1	1	1	1	1	212	211	261	50	1
Saas	2	2	1	2	1	1	173	204	224	132	5
Bovernier	2	2	1	1	1	1	215	183	222	113	1
Romoos	2	3	3	1	1	1	259	166	185	122	6
Schonholzerswilen	2	1	2	1	1	1	244	205	184	98	5
Grandcour	2	1	2	1	1	1	174	208	245	103	1
Schongau	2	1	2	1	1	1	217	213	193	106	6
Zuzgen	2	1	2	1	1	1	189	181	262	97	3
Cressier (FR)	2	1	1	1	1	1	197	244	209	79	2
Buch am Irchel	2	1	2	1	1	1	224	175	252	77	4
Rufenach	2	1	1	1	1	1	237	174	251	65	3
Bavois	2	1	2	1	1	1	202	244	200	81	1
Pollegio	2	1	1	1	1	1	149	207	249	118	7
Bleienbach	2	1	1	1	1	1	164	217	244	97	2
Illgau	2	1	1	1	1	1	242	241	166	72	6
Densburen	2	2	2	1	1	1	198	169	246	108	3
Hallwil	2	1	1	1	1	1	173	236	232	80	3
Muntelier	2	1	1	1	1	1	131	187	303	98	2
Oberiberg	2	2	2	2	1	1	150	189	260	119	6
Boudevilliers	2	1	2	1	1	1	190	212	197	119	2
Reute (AR)	2	1	1	1	1	1	186	171	220	139	5
Novaggio	2	1	1	1	1	1	172	174	238	132	7
Fahrni	2	1	2	1	1	1	179	198	218	120	2
Cortebert	2	2	1	1	1	1	180	200	236	98	2
Rifferswil	2	1	2	1	1	1	204	166	251	93	4
Bretzwil	2	1	1	1	1	1	204	189	226	93	3
Gurzelen	2	1	1	1	1	1	172	211	209	119	2
Bissone	2	1	1	1	1	1	112	202	253	144	7
Ecuvillens	2	1	1	1	1	1	179	232	195	104	2
Vuisternens-en-Ogoz	2	1	2	1	1	1	226	221	188	74	2
Gelfingen	2	1	1	1	1	1	251	201	198	59	6
Siblingen	2	1	2	1	1	1	171	162	263	111	5
Rieden	2	2	1	1	1	1	198	183	219	107	5
Buetigen	2	1	1	1	1	1	186	204	233	84	2
Heiligenschwendi	2	1	1	1	1	1	137	167	245	158	2
Runenberg	2	1	1	1	1	1	167	197	253	88	3
Morigen	2	1	1	1	1	1	127	150	287	141	2
Benken (ZH)	2	1	1	1	1	1	206	201	207	90	4
Contone	2	1	1	1	1	1	147	246	224	86	7
Kirchleerau	2	1	1	1	1	1	146	220	242	93	3
Lavigny	2	1	1	1	1	1	201	208	221	71	1
Morbio Superiore	2	1	1	1	1	1	142	205	254	99	7
Lugaggia	2	1	1	1	1	1	152	213	230	102	7
Montricher	2	2	2	1	1	1	169	188	259	80	1
Ried bei Kerzers	2	1	2	1	1	1	170	221	217	87	2
Jaun	2	3	1	2	1	1	209	147	204	134	2
Rothenfluh	2	2	2	1	1	1	203	182	200	107	3
Obererlinsbach	2	1	1	1	1	1	181	208	210	92	2
Gals	2	1	2	1	1	1	127	203	249	110	2
Cheyres	2	1	1	1	1	1	156	180	227	125	2
Ueken	2	1	1	1	1	1	180	242	209	56	3
Dittingen	2	1	1	1	1	1	134	218	226	108	3
Pfeffikon	2	1	1	1	1	1	168	163	201	154	6
Waltalingen	2	1	2	1	1	1	229	176	209	70	4
Bure	2	1	2	1	1	1	182	166	245	91	2
Concise	2	2	1	1	1	1	155	195	231	103	1
Schupfart	2	1	2	1	1	1	177	203	211	90	3
Birrhard	2	1	1	1	1	1	189	185	242	65	3
Carona	2	1	1	1	1	1	154	160	264	103	7
Gudo	2	2	1	1	1	1	133	207	224	115	7
Bonfol	2	2	2	1	1	1	133	126	251	169	2
Fischbach	2	1	2	1	1	1	196	211	186	85	6
Uebeschi	2	1	2	1	1	1	205	191	208	74	2
Abtwil	2	1	1	1	1	1	213	240	163	58	3
Mezieres (FR)	2	1	2	1	1	1	196	179	203	96	2
Rovio	2	1	1	1	1	1	135	205	246	87	7
Saicourt	2	2	1	1	1	1	170	173	213	117	2
Burchen	2	2	1	1	1	1	171	184	207	110	1
Eggenwil	2	1	1	1	1	1	180	179	257	53	3
Bockten	2	1	1	1	1	1	158	182	240	89	3
Schwadernau	2	1	1	1	1	1	180	171	234	84	2
Andeer	2	2	1	2	1	1	157	165	201	146	5
Nods	2	2	2	1	1	1	183	192	199	94	2
Wil (AG)	2	1	2	1	1	1	190	169	212	95	3
Chevenez	2	2	3	1	1	1	164	171	223	107	2
Hubersdorf	2	1	1	1	1	1	187	161	241	75	2
Malix	2	2	1	1	1	1	177	178	209	99	5
Essertines-sur-Yverdon	2	1	2	1	1	1	180	131	251	101	1
Lully (VD)	2	1	1	1	1	1	205	146	253	59	1
Richenthal	2	1	2	1	1	1	199	204	178	81	6
Leutwil	2	1	1	1	1	1	184	170	218	90	3
Braunau	2	1	2	1	1	1	203	212	195	51	5
Tegna	2	1	1	1	1	1	144	180	233	104	7
Blauen	2	1	1	1	1	1	175	155	252	78	3
La Punt-Chamues-ch	2	2	1	2	1	1	160	183	241	76	5
Liddes	2	2	2	2	1	1	177	181	174	127	1
Ronco sopra Ascona	2	1	1	1	1	1	102	130	270	157	7
Oekingen	2	1	1	1	1	1	176	153	241	88	2
Bozen	2	1	1	1	1	1	205	182	204	66	3
San Vittore	2	2	1	1	1	1	138	180	236	103	5
Schlosswil	2	1	1	1	1	1	168	190	236	62	2
Lostallo	2	3	1	1	1	1	138	204	215	99	5
Arconciel	2	1	1	1	1	1	206	185	201	64	2
Engi	2	2	1	2	1	1	157	129	232	138	5
Buttikon	2	1	1	1	1	1	181	169	233	73	3
Wenslingen	2	1	1	1	1	1	142	194	228	91	3
Landiswil	2	1	2	1	1	1	178	172	192	113	2
Schwaderloch	2	1	1	1	1	1	182	179	206	88	3
Schattenhalb	2	2	1	2	1	1	147	163	202	142	2
Inkwil	2	1	1	1	1	1	174	156	226	98	2
Doppleschwand	2	1	2	1	1	1	214	200	171	68	6
Champagne	2	1	1	1	1	1	180	191	194	88	1
Gumefens	2	1	1	1	1	1	176	212	211	53	2
Lalden	2	1	1	1	1	1	193	181	181	96	1
Haslen	2	1	1	1	1	1	193	169	197	90	5
Roggliswil	2	1	2	1	1	1	213	175	152	108	6
La Brevine	2	2	3	2	1	1	178	162	201	106	2
Lamboing	2	1	1	1	1	1	177	137	243	90	2
Noville	2	1	2	1	1	1	166	182	214	85	1
Cavigliano	2	1	1	1	1	1	147	168	227	104	7
Buckten	2	1	1	1	1	1	159	160	228	97	3
Merishausen	2	2	2	1	1	1	171	155	212	106	5
Buttes	2	2	1	1	1	1	144	175	187	138	2
Bruttelen	2	1	2	1	1	1	144	177	233	89	2
Ramlinsburg	2	1	1	1	1	1	161	179	236	65	3
Ochlenberg	2	1	2	1	1	1	164	165	183	129	2
Luterkofen-Ichertswil	2	1	1	1	1	1	125	163	257	96	2
San Nazzaro	2	1	1	1	1	1	104	138	214	185	7
Lentigny	2	1	1	1	1	1	167	207	208	56	2
Thalheim an der Thur	2	1	2	1	1	1	150	186	234	67	4
Coeuve	2	1	2	1	1	1	182	155	182	118	2
Schleinikon	2	1	1	1	1	1	172	187	214	64	4
Bannwil	2	1	1	1	1	1	148	177	203	109	2
Villars-le-Terroir	2	1	2	1	1	1	152	175	212	98	1
Liebistorf	2	1	1	1	1	1	176	190	203	67	2
Boningen	2	1	1	1	1	1	180	209	184	63	2
Uffikon	2	1	1	1	1	1	166	209	188	71	6
Lohn (SH)	2	1	1	1	1	1	203	162	204	65	5
Courtemaiche	2	1	1	1	1	1	149	166	195	123	2
Walterswil (SO)	2	1	1	1	1	1	160	163	209	100	2
Effingen	2	1	1	1	1	1	208	135	224	65	3
Fechy	2	1	1	1	1	1	153	181	219	79	1
Bever	2	2	1	1	1	1	172	182	228	49	5
Vufflens-le-Chateau	2	1	1	1	1	1	168	160	226	77	1
Gurtnellen	2	3	1	2	1	1	138	150	195	148	6
Granges (Veveyse)	2	1	1	1	1	1	145	186	212	86	2
Saint-Barthelemy (VD)	2	1	1	1	1	1	197	191	193	48	1
Ausserberg	2	2	1	1	1	1	151	144	205	128	1
Les Cullayes	2	1	1	1	1	1	189	136	238	65	1
Habkern	2	3	2	2	1	1	153	170	183	118	2
Riedern	2	1	1	1	1	1	155	191	197	79	5
Billens-Hennens	2	1	2	1	1	1	155	151	163	152	2
Gorduno	2	2	1	1	1	1	133	196	199	93	7
S-chanf	2	3	2	3	1	1	158	193	178	91	5
Coffrane	2	1	1	1	1	1	184	155	196	83	2
Saint-George	2	2	1	1	1	1	145	147	218	108	1
Vendlincourt	2	1	2	1	1	1	156	144	189	128	2
Rudlingen	2	1	1	1	1	1	150	151	238	77	5
Vira (Gambarogno)	2	2	1	1	1	1	97	145	215	159	7
Niederhunigen	2	1	1	1	1	1	187	175	185	67	2
Presinge	2	1	1	1	1	1	164	138	190	122	1
Altikon	2	1	2	1	1	1	177	127	235	74	4
Siselen	2	1	2	1	1	1	172	147	196	97	2
Autigny	2	1	2	1	1	1	163	200	179	70	2
Goumoens-la-Ville	2	1	2	1	1	1	146	163	204	98	1
Schlatt (ZH)	2	1	2	1	1	1	167	148	217	78	4
Jens	2	1	1	1	1	1	143	134	243	89	2
Ammerswil	2	1	1	1	1	1	161	197	197	54	3
Dorenaz	2	2	1	1	1	1	176	164	179	88	1
Lajoux (JU)	2	1	2	1	1	1	163	158	180	105	2
Zullwil	2	1	1	1	1	1	156	159	197	94	2
Montagny-pres-Yverdon	2	1	1	1	1	1	168	167	205	66	1
Grandvillard	2	2	1	2	1	1	167	165	181	92	2
Schwanden bei Brienz	2	1	1	1	1	1	151	137	208	109	2
Buchillon	2	1	1	1	1	1	149	134	230	91	1
Sessa	2	1	1	1	1	1	128	127	223	126	7
Bennwil	2	1	1	1	1	1	163	174	199	67	3
Meltingen	2	1	1	1	1	1	144	169	185	105	2
Schluein	2	1	1	1	1	1	153	220	160	69	5
Villars-Sainte-Croix	2	1	1	1	1	1	143	156	239	64	1
Varen	2	1	1	1	1	1	120	151	234	97	1
Celigny	2	1	1	1	1	1	168	149	200	82	1
Daillens	2	1	1	1	1	1	161	152	223	62	1
Sagogn	2	1	1	1	1	1	153	155	208	81	5
Soral	2	1	1	1	1	1	131	159	206	101	1
Camignolo	2	1	1	1	1	1	124	172	218	82	7
Cademario	2	1	1	1	1	1	114	160	196	126	7
Dorf	2	1	1	1	1	1	162	194	185	52	4
Seelisberg	2	2	1	1	1	1	147	123	212	110	6
Luchsingen	2	1	1	1	1	1	152	146	187	107	5
Oppligen	2	1	1	1	1	1	166	171	177	76	2
Saint-Sulpice (NE)	2	2	1	1	1	1	162	172	177	79	2
Sales (Gruyere)	2	1	2	1	1	1	188	152	152	97	2
Holderbank (SO)	2	1	1	1	1	1	143	156	192	98	2
Wintersingen	2	1	2	1	1	1	141	149	214	84	3
Adlikon	2	1	2	1	1	1	173	159	189	66	4
Munchwilen (AG)	2	1	1	1	1	1	109	159	215	104	3
Cresciano	2	2	1	1	1	1	117	196	192	82	7
Dompierre (FR)	2	1	2	1	1	1	166	177	174	70	2
Hohentannen	2	1	2	1	1	1	195	155	149	87	5
Fideris	2	2	1	2	1	1	175	148	154	109	5
Fetigny	2	1	1	1	1	1	162	183	159	82	2
Mervelier	2	1	1	1	1	1	185	130	175	95	2
Pomy	2	1	2	1	1	1	179	171	148	85	1
Mattstetten	2	1	1	1	1	1	151	140	227	65	2
Denens	2	1	1	1	1	1	165	154	196	66	1
Thielle-Wavre	2	1	1	1	1	1	183	173	189	35	2
Brienzwiler	2	2	1	1	1	1	171	147	173	89	2
Thierrens	2	1	2	1	1	1	154	178	182	65	1
Lussy-sur-Morges	2	1	1	1	1	1	170	124	207	77	1
Cremines	2	1	1	1	1	1	122	145	176	134	2
Albeuve	2	1	1	1	1	1	142	154	166	115	2
Bachs	2	1	2	1	1	1	144	165	195	73	4
Bettwil	2	1	1	1	1	1	184	167	177	48	3
Scherz	2	1	1	1	1	1	169	142	211	53	3
Mund	2	2	1	2	1	1	149	157	180	88	1
Berg am Irchel	2	1	1	1	1	1	162	148	202	61	4
Niedergesteln	2	1	1	1	1	1	156	170	184	63	1
Pambio-Noranco	2	1	1	1	1	1	118	176	210	66	7
Ayer	2	2	1	2	1	1	113	140	223	94	1
Herbetswil	2	2	1	1	1	1	147	137	189	95	2
Schlierbach	2	1	2	1	1	1	157	179	167	64	6
Eptingen	2	1	2	1	1	1	145	148	195	78	3
Vuarrens	2	1	2	1	1	1	140	161	177	87	1
Rennaz	2	1	1	1	1	1	141	218	153	53	1
Rietheim	2	1	1	1	1	1	182	146	182	55	3
Gollion	2	1	2	1	1	1	161	137	206	61	1
Villette (Lavaux)	2	1	1	1	1	1	140	147	198	79	1
Bretigny-sur-Morrens	2	1	1	1	1	1	150	184	183	46	1
Maroggia	2	1	1	1	1	1	92	163	185	122	7
Brunisried	2	1	1	1	1	1	139	157	184	81	2
Galmiz	2	1	2	1	1	1	131	165	191	73	2
Villars-sous-Yens	2	1	1	1	1	1	187	172	154	47	1
Wasterkingen	2	1	1	1	1	1	160	131	207	62	4
Faoug	2	1	1	1	1	1	150	151	187	71	1
Valcolla	2	2	1	1	1	1	94	140	181	143	7
Chenens	2	1	1	1	1	1	170	179	158	47	2
Staldenried	2	2	1	1	1	1	153	162	171	68	1
Maschwanden	2	1	1	1	1	1	152	165	163	73	4
Wengi	2	1	2	1	1	1	144	161	160	87	2
Echarlens	2	1	1	1	1	1	145	165	185	57	2
Hofstetten bei Brienz	2	1	1	1	1	1	153	127	179	92	2
Barbereche	2	1	2	1	1	1	114	182	176	79	2
Alchenstorf	2	1	2	1	1	1	142	159	178	72	2
Walliswil bei Wangen	2	1	1	1	1	1	114	146	193	98	2
Mex (VD)	2	1	1	1	1	1	115	153	216	63	1
Meyriez	2	1	1	1	1	1	150	153	169	75	2
Walterswil (BE)	2	1	2	1	1	1	143	152	156	95	2
Aedermannsdorf	2	2	1	1	1	1	171	135	151	86	2
Poliez-Pittet	2	1	1	1	1	1	144	181	173	45	1
Filzbach	2	1	1	1	1	1	144	153	182	63	5
Bedigliora	2	1	1	1	1	1	140	137	173	90	7
Laconnex	2	1	1	1	1	1	139	112	232	57	1
Isenthal	2	2	1	2	1	1	185	137	133	84	6
Chatonnaye	2	1	2	1	1	1	164	156	156	63	2
Saint-Livres	2	1	2	1	1	1	143	151	171	73	1
Cagiallo	2	1	1	1	1	1	124	138	197	79	7
Vuisternens-devant-Romont	2	1	1	1	1	1	141	163	155	78	2
Kleindietwil	2	1	1	1	1	1	153	127	167	89	2
Gletterens	2	1	1	1	1	1	124	123	192	97	2
Flasch	2	2	1	1	1	1	145	165	169	56	5
Oberbozberg	2	1	1	1	1	1	159	123	198	54	3
Valeyres-sous-Montagny	2	1	1	1	1	1	125	136	186	87	1
Huttikon	2	1	1	1	1	1	124	144	210	55	4
Mammern	2	1	1	1	1	1	145	155	163	70	5
Munchringen	2	1	1	1	1	1	127	135	220	51	2
Sommeri	2	1	1	1	1	1	147	150	171	63	5
Stampa	2	2	1	2	1	1	126	111	186	108	5
Rutschelen	2	1	1	1	1	1	140	137	159	94	2
Arnex-sur-Orbe	2	1	2	1	1	1	136	126	181	87	1
Trasadingen	2	1	1	1	1	1	135	118	183	94	5
Cormoret	2	2	1	1	1	1	151	111	165	103	2
Mastrils	2	1	1	1	1	1	133	141	188	67	5
Dattlikon	2	1	1	1	1	1	138	130	200	61	4
La Cote-aux-Fees	2	1	2	1	1	1	97	128	172	132	2
Heinrichswil-Winistorf	2	1	1	1	1	1	151	135	184	58	2
Cheseaux-Noreaz	2	1	1	1	1	1	113	113	215	87	1
Bellerive (VD)	2	1	1	1	1	1	98	132	178	120	1
Poliez-le-Grand	2	1	2	1	1	1	148	155	169	56	1
Rue	2	1	2	1	1	1	133	137	183	72	2
Morel	2	1	1	1	1	1	120	133	163	108	1
Alberswil	2	1	1	1	1	1	158	168	141	56	6
Niedermuhlern	2	1	2	1	1	1	144	147	146	86	2
Bursins	2	1	1	1	1	1	118	158	178	68	1
Tschugg	2	1	1	1	1	1	121	124	193	84	2
Kienberg	2	1	2	1	1	1	153	147	160	62	2
Bullet	2	2	1	1	1	1	99	110	195	118	1
Rickenbach (BL)	2	1	1	1	1	1	139	143	185	54	3
Curio	2	1	1	1	1	1	128	137	167	89	7
Bergun/Bravuogn	2	3	1	3	1	1	127	139	154	100	5
Siglistorf	2	1	1	1	1	1	112	167	188	52	3
Benzenschwil	2	1	1	1	1	1	158	160	149	51	3
Les Genevez (JU)	2	2	2	1	1	1	137	124	169	86	2
Ftan	2	2	1	2	1	1	181	104	143	88	5
Gnosca	2	1	1	1	1	1	99	157	180	78	7
Hemmental	2	2	1	1	1	1	135	150	153	75	5
Chamblon	2	1	1	1	1	1	146	115	199	53	1
La Ferriere	2	1	2	1	1	1	160	132	156	65	2
Bironico	2	1	1	1	1	1	118	162	167	65	7
Carabbia	2	1	1	1	1	1	121	125	190	76	7
Goschenen	2	2	1	2	1	1	107	133	165	106	6
Fehren	2	1	1	1	1	1	110	159	174	66	2
Rossiniere	2	2	1	2	1	1	146	98	163	100	1
Diepflingen	2	1	1	1	1	1	121	160	160	65	3
Maladers	2	1	1	1	1	1	108	148	171	79	5
Kleinbosingen	2	1	1	1	1	1	133	141	196	36	2
