STRATO	N	M1	M2	M3	M4	S1	S2	S3	S4	COST	CENS	DOM1	X1	X2	X3	X4	X5	X6	LABEL	STRATUM
4*1*1*3*1*1	1	275	336	421	250	0	0	0	0	1	0	6	4	1	1	3	1	1	8	4*1*1*3*1*1
4*1*2*1*1*1	5	428.6	424.8	468.2	169.4	74.2010781592828	80.2196983290264	71.0084502013669	45.1807481124428	1	0	6	4	1	2	1	1	1	9	4*1*2*1*1*1
4*1*3*1*1*1	1	353	385	353	138	0	0	0	0	1	0	6	4	1	3	1	1	1	10	4*1*3*1*1*1
4*2*1*1*1*1	1	403	452	511	143	0	0	0	0	1	0	6	4	2	1	1	1	1	5	4*2*1*1*1*1
4*2*1*2*1*1	1	405	483	406	193	0	0	0	0	1	0	6	4	2	1	2	1	1	9	4*2*1*2*1*1
4*2*2*1*1*1	2	464	466	412.5	183	77.7817459305202	42.4264068711929	74.2462120245875	19.7989898732233	1	0	6	4	2	2	1	1	1	3	4*2*2*1*1*1
4*2*3*1*1*1	1	473	405	385	257	0	0	0	0	1	0	6	4	2	3	1	1	1	3	4*2*3*1*1*1
4*2*3*2*1*1	1	506	474	465	256	0	0	0	0	1	0	6	4	2	3	2	1	1	9	4*2*3*2*1*1
4*3*2*1*1*1	1	441	435	441	172	0	0	0	0	1	0	6	4	3	2	1	1	1	10	4*3*2*1*1*1
4*3*3*3*2*1	1	511	499	480	247	0	0	0	0	1	0	6	4	3	3	3	2	1	3	4*3*3*3*2*1
5*1*1*1*1*1	3	660	624.666666666667	613	284.333333333333	65.2763356814704	36.9639463982586	65.7951365983839	86.8581218616505	1	0	6	5	1	1	1	1	1	3	5*1*1*1*1*1
5*1*1*1*1*2	1	577	629	655	280	0	0	0	0	1	0	6	5	1	1	1	1	2	3	5*1*1*1*1*2
5*1*2*1*1*1	9	561.777777777778	585	604	184.111111111111	41.5865897188558	60.8070719571334	75.5314504031268	57.5856849495698	1	0	6	5	1	2	1	1	1	9	5*1*2*1*1*1
5*1*2*1*1*2	1	650	591	537	239	0	0	0	0	1	0	6	5	1	2	1	1	2	3	5*1*2*1*1*2
5*1*3*1*1*1	3	660.666666666667	585	653.666666666667	263	136.82592346969	44.5757781760453	125.340868567811	83.86298349093	1	0	6	5	1	3	1	1	1	10	5*1*3*1*1*1
5*2*1*1*1*1	2	431	518.5	595.5	315.5	46.6690475583121	53.0330085889911	86.9741340859454	23.3345237791561	1	0	6	5	2	1	1	1	1	9	5*2*1*1*1*1
5*2*2*1*1*1	2	596	638	565	183	76.3675323681471	84.8528137423857	29.698484809835	19.7989898732233	1	0	6	5	2	2	1	1	1	9	5*2*2*1*1*1
5*2*2*2*1*1	1	708	638	628	246	0	0	0	0	1	0	6	5	2	2	2	1	1	10	5*2*2*2*1*1
5*2*3*1*1*1	1	535	528	447	299	0	0	0	0	1	0	6	5	2	3	1	1	1	3	5*2*3*1*1*1
5*3*2*2*1*1	2	526.5	515.5	627	347.5	0.707106781186548	12.0208152801713	70.7106781186548	10.6066017177982	1	0	6	5	3	2	2	1	1	5	5*3*2*2*1*1
5*3*2*3*1*1	1	600	581	581	211	0	0	0	0	1	0	6	5	3	2	3	1	1	9	5*3*2*3*1*1
6*1*1*1*1*1	1	630	906	929	531	0	0	0	0	1	0	6	6	1	1	1	1	1	2	6*1*1*1*1*1
6*1*2*1*1*1	7	799.57142857143	901.714285714286	802.142857142857	313.857142857143	72.70914005556	37.7788048413141	42.9318396664161	69.5136163434392	1	0	6	6	1	2	1	1	1	2	6*1*2*1*1*1
6*1*2*1*1*2	2	835.5	926	893.5	394	84.1457069611992	72.1248916810278	123.743686707646	90.5096679918781	1	0	6	6	1	2	1	1	2	4	6*1*2*1*1*2
6*1*3*1*1*1	2	851.5	821	718.5	314.5	10.6066017177982	49.4974746830583	28.9913780286484	26.1629509039023	1	0	6	6	1	3	1	1	1	10	6*1*3*1*1*1
6*2*2*1*1*1	2	772.5	866.5	1034.5	337.5	79.9030662740799	45.9619407771256	167.584307141212	62.9325035256027	1	0	6	6	2	2	1	1	1	3	6*2*2*1*1*1
6*2*2*2*1*1	1	709	843	880	393	0	0	0	0	1	0	6	6	2	2	2	1	1	5	6*2*2*2*1*1
6*2*3*1*1*2	1	872	899	746	333	0	0	0	0	1	0	6	6	2	3	1	1	2	2	6*2*3*1*1*2
6*3*3*2*1*1	1	969	880	838	542	0	0	0	0	1	0	6	6	3	3	2	1	1	2	6*3*3*2*1*1
6*3*3*2*2*1	1	973	921	901	571	0	0	0	0	1	0	6	6	3	3	2	2	1	2	6*3*3*2*2*1
7*1*1*1*1*2	1	846	1315	1595	569	0	0	0	0	1	0	6	7	1	1	1	1	2	3	7*1*1*1*1*2
7*1*2*1*1*1	5	1045.8	1124.8	1238.6	495.8	79.835455782503	84.8038914201465	133.309039453444	125.422087369012	1	0	6	7	1	2	1	1	1	2	7*1*2*1*1*1
7*1*2*1*1*2	1	928	1211	1066	420	0	0	0	0	1	0	6	7	1	2	1	1	2	8	7*1*2*1*1*2
7*1*2*1*2*1	1	748	999	1169	700	0	0	0	0	1	0	6	7	1	2	1	2	1	3	7*1*2*1*2*1
7*2*1*1*1*2	1	891	1025	1200	817	0	0	0	0	1	0	6	7	2	1	1	1	2	9	7*2*1*1*1*2
7*2*2*1*1*1	1	881	1086	1340	472	0	0	0	0	1	0	6	7	2	2	1	1	1	3	7*2*2*1*1*1
7*2*2*2*1*1	1	1100	1104	1120	554	0	0	0	0	1	0	6	7	2	2	2	1	1	9	7*2*2*2*1*1
7*2*3*1*1*1	1	1142	1106	997	652	0	0	0	0	1	0	6	7	2	3	1	1	1	3	7*2*3*1*1*1
7*2*3*1*2*2	1	1172	1210	1142	581	0	0	0	0	1	0	6	7	2	3	1	2	2	9	7*2*3*1*2*2
7*3*2*2*1*1	1	1134	1244	1316	611	0	0	0	0	1	0	6	7	3	2	2	1	1	5	7*3*2*2*1*1
7*3*2*2*2*1	1	930	1023	1044	547	0	0	0	0	1	0	6	7	3	2	2	2	1	1	7*3*2*2*2*1
7*3*2*3*1*1	1	1069	1017	972	449	0	0	0	0	1	0	6	7	3	2	3	1	1	3	7*3*2*3*1*1
7*3*3*2*1*1	1	1045	988	952	450	0	0	0	0	1	0	6	7	3	3	2	1	1	3	7*3*3*2*1*1
8*1*1*1*1*2	1	1444	1504	1587	441	0	0	0	0	1	0	6	8	1	1	1	1	2	3	8*1*1*1*1*2
8*1*2*1*1*1	3	1365	1359	1596.66666666667	481.333333333333	162.231316335657	94.572723340295	246.358140383738	139.432181842404	1	0	6	8	1	2	1	1	1	2	8*1*2*1*1*1
8*1*3*1*1*1	1	1675	1705	1601	536	0	0	0	0	1	0	6	8	1	3	1	1	1	2	8*1*3*1*1*1
8*2*1*1*1*1	1	830	1327	1735	862	0	0	0	0	1	0	6	8	2	1	1	1	1	6	8*2*1*1*1*1
8*2*2*1*1*1	1	1196	1372	1597	473	0	0	0	0	1	0	6	8	2	2	1	1	1	9	8*2*2*1*1*1
8*2*2*1*1*2	1	1281	1387	1656	573	0	0	0	0	1	0	6	8	2	2	1	1	2	5	8*2*2*1*1*2
8*2*3*1*1*1	1	1108	1363	1270	754	0	0	0	0	1	0	6	8	2	3	1	1	1	3	8*2*3*1*1*1
8*2*3*1*2*1	1	1205	1382	1482	671	0	0	0	0	1	0	6	8	2	3	1	2	1	3	8*2*3*1*2*1
8*3*2*2*1*2	1	1317	1566	1470	579	0	0	0	0	1	0	6	8	3	2	2	1	2	9	8*3*2*2*1*2
8*3*3*3*2*1	1	1372	1570	1456	703	0	0	0	0	1	0	6	8	3	3	3	2	1	3	8*3*3*3*2*1
9*1*1*1*1*1	2	1320.5	1858.5	2170.5	823.5	38.8908729652601	129.400540957138	163.341666454092	212.839141137151	1	0	6	9	1	1	1	1	1	3	9*1*1*1*1*1
9*1*1*1*2*1	1	1309	1395	2151	1068	0	0	0	0	1	0	6	9	1	1	1	2	1	10	9*1*1*1*2*1
9*1*2*1*1*2	1	1668	2080	2245	990	0	0	0	0	1	0	6	9	1	2	1	1	2	10	9*1*2*1*1*2
9*1*3*1*1*2	1	1694	1836	2073	636	0	0	0	0	1	0	6	9	1	3	1	1	2	9	9*1*3*1*1*2
9*1*3*1*2*1	1	1821	2115	2522	529	0	0	0	0	1	0	6	9	1	3	1	2	1	10	9*1*3*1*2*1
9*2*2*1*2*1	1	2040	2146	2158	686	0	0	0	0	1	0	6	9	2	2	1	2	1	2	9*2*2*1*2*1
9*2*3*1*2*1	1	1885	1954	1653	770	0	0	0	0	1	0	6	9	2	3	1	2	1	3	9*2*3*1*2*1
9*2*3*1*2*2	1	1836	1833	1691	767	0	0	0	0	1	0	6	9	2	3	1	2	2	3	9*2*3*1*2*2
1*1*1*1*1*1	55	31.9272727272727	42.0363636363636	56.8727272727273	33.0727272727273	22.6199310224695	31.5946336491005	37.7197534188626	20.5740348276878	1	0	7	1	1	1	1	1	1	1	1*1*1*1*1*1
1*1*1*2*1*1	1	10	17	25	16	0	0	0	0	1	0	7	1	1	1	2	1	1	2	1*1*1*2*1*1
1*2*1*1*1*1	27	27.1481481481481	34.8518518518519	55.4444444444444	32.9259259259259	19.761469315708	23.1794068147763	36.6200169446389	21.4671948759137	1	0	7	1	2	1	1	1	1	1	1*2*1*1*1*1
1*2*1*2*1*1	5	11.8	17	30.4	28.6	15.2872495891184	11	18.4472220130837	10.573551910309	1	0	7	1	2	1	2	1	1	3	1*2*1*2*1*1
1*3*1*1*1*1	7	46	51.2857142857143	83.857142857143	56.5714285714286	28.6937856222098	25.7792829336161	34.2024783284709	25.8254212153913	1	0	7	1	3	1	1	1	1	3	1*3*1*1*1*1
10*1*1*1*1*1	2	1429.5	2301.5	2484.5	1321.5	243.951839509359	163.341666454092	75.6604255869606	590.434162290767	1	0	7	10	1	1	1	1	1	4	10*1*1*1*1*1
10*1*1*1*2*2	1	1526	2147	2455	1290	0	0	0	0	1	0	7	10	1	1	1	2	2	4	10*1*1*1*2*2
12*2*2*1*2*2	1	2929	4166	4730	2736	0	0	0	0	1	0	7	12	2	2	1	2	2	5	12*2*2*1*2*2
13*2*1*1*2*2	1	3170	4709	5432	3152	0	0	0	0	1	0	7	13	2	1	1	2	2	5	13*2*1*1*2*2
14*2*1*1*2*1	1	4337	7846	8554	5823	0	0	0	0	1	0	7	14	2	1	1	2	1	5	14*2*1*1*2*1
2*1*1*1*1*1	36	117.305555555556	152.666666666667	201.833333333333	93.6666666666667	25.3893334683732	36.2341591004164	43.2616623417481	30.5829083920134	1	0	7	2	1	1	1	1	1	3	2*1*1*1*1*1
2*2*1*1*1*1	16	104.0625	138.9375	166.375	95.0625	17.1793238128474	33.849606103075	30.6526235962492	35.0722468627261	1	0	7	2	2	1	1	1	1	3	2*2*1*1*1*1
2*2*1*2*1*1	1	108	110	153	116	0	0	0	0	1	0	7	2	2	1	2	1	1	6	2*2*1*2*1*1
2*3*1*2*1*1	1	91	88	137	87	0	0	0	0	1	0	7	2	3	1	2	1	1	7	2*3*1*2*1*1
3*1*1*1*1*1	15	184.866666666667	260.733333333333	326.666666666667	165.2	54.1345765749801	60.1919152932241	58.9511500756185	43.25869029125	1	0	7	3	1	1	1	1	1	7	3*1*1*1*1*1
3*1*1*1*1*2	1	211	334	379	121	0	0	0	0	1	0	7	3	1	1	1	1	2	6	3*1*1*1*1*2
3*2*1*1*1*1	8	226.125	273	343.25	167.875	32.9173749170339	54.8426320093619	69.6291195241925	28.4626948829516	1	0	7	3	2	1	1	1	1	6	3*2*1*1*1*1
3*2*1*1*1*2	2	174	261	310.5	166	16.9705627484771	25.4558441227157	0.707106781186548	5.65685424949238	1	0	7	3	2	1	1	1	2	7	3*2*1*1*1*2
3*3*1*1*1*1	2	218	287.5	317.5	183.5	63.6396103067893	103.944696834422	12.0208152801713	50.2045814642449	1	0	7	3	3	1	1	1	1	6	3*3*1*1*1*1
3*3*1*2*1*1	3	202	277.333333333333	326.333333333333	219	34.5976877840124	49.2172056636024	61.076454819622	26.8514431641951	1	0	7	3	3	1	2	1	1	7	3*3*1*2*1*1
4*1*1*1*1*1	18	303.222222222222	401.333333333333	504.166666666667	223.777777777778	33.3705674396141	46.8514548710007	57.7492042216626	66.5693407221598	1	0	7	4	1	1	1	1	1	7	4*1*1*1*1*1
4*1*1*1*1*2	4	359.25	491.25	517.25	211.5	49.378639106399	61.0157083599516	42.6018387709576	42.0198365854351	1	0	7	4	1	1	1	1	2	8	4*1*1*1*1*2
4*2*1*1*1*1	2	322	437.5	514.5	233.5	4.24264068711928	9.19238815542512	50.2045814642449	67.175144212722	1	0	7	4	2	1	1	1	1	6	4*2*1*1*1*1
4*3*1*1*1*1	1	315	441	517	188	0	0	0	0	1	0	7	4	3	1	1	1	1	7	4*3*1*1*1*1
4*3*1*3*1*1	1	288	410	593	302	0	0	0	0	1	0	7	4	3	1	3	1	1	7	4*3*1*3*1*1
5*1*1*1*1*1	8	453.375	608.625	721.125	334.5	90.2693390439332	74.7241355157183	53.2257657799035	74.5519952784632	1	0	7	5	1	1	1	1	1	8	5*1*1*1*1*1
5*1*1*1*1*2	1	491	669	693	213	0	0	0	0	1	0	7	5	1	1	1	1	2	6	5*1*1*1*1*2
5*2*1*1*1*1	3	423.666666666667	587.333333333333	666	364.666666666667	125.508299858349	132.892186878437	39	110.314701347252	1	0	7	5	2	1	1	1	1	6	5*2*1*1*1*1
6*1*1*1*1*1	5	535.4	747	928.6	453.4	100.70402176676	53.8934133266766	38.7078803346295	157.039167088978	1	0	7	6	1	1	1	1	1	9	6*1*1*1*1*1
6*1*1*1*1*2	1	651	956	1104	704	0	0	0	0	1	0	7	6	1	1	1	1	2	9	6*1*1*1*1*2
7*1*1*1*1*1	5	757.6	1103.4	1293.2	611.2	91.669515107259	103.929302893842	79.2760998031563	68.8745235918188	1	0	7	7	1	1	1	1	1	9	7*1*1*1*1*1
7*1*1*1*1*2	1	834	1136	1186	471	0	0	0	0	1	0	7	7	1	1	1	1	2	9	7*1*1*1*1*2
7*2*1*1*1*2	1	827	1028	1380	494	0	0	0	0	1	0	7	7	2	1	1	1	2	9	7*2*1*1*1*2
8*1*1*1*1*1	2	1025.5	1507.5	1720.5	916.5	45.9619407771256	246.780266634105	160.513239329346	187.383297014435	1	0	7	8	1	1	1	1	1	9	8*1*1*1*1*1
8*1*1*1*2*1	1	853	1154	1834	1143	0	0	0	0	1	0	7	8	1	1	1	2	1	8	8*1*1*1*2*1
9*1*1*1*1*1	1	1118	1884	2089	1193	0	0	0	0	1	0	7	9	1	1	1	1	1	4	9*1*1*1*1*1
9*1*1*1*2*1	1	1126	1623	2278	1401	0	0	0	0	1	0	7	9	1	1	1	2	1	4	9*1*1*1*2*1
9*1*1*1*2*2	1	1012	1727	2069	1338	0	0	0	0	1	0	7	9	1	1	1	2	2	4	9*1*1*1*2*2
9*2*1*1*2*2	1	1194	1828	2068	817	0	0	0	0	1	0	7	9	2	1	1	2	2	5	9*2*1*1*2*2
9*3*1*1*2*2	1	1253	1630	1984	928	0	0	0	0	1	0	7	9	3	1	1	2	2	4	9*3*1*1*2*2
